DATE,PORT_LOSS,Historical_VaR_2,Historical_ES_2,Parametric_VaR_U_2,Parametric_ES_U_2,Parametric_VaR_W_2,Parametric_ES_W_2,MonteCarlo_VaR_U_2,MonteCarlo_ES_U_2,MonteCarlo_VaR_W_2,MonteCarlo_ES_W_2
2014-10-28 00:00:00,,109107.72592147999,115966.60946792581,69245.28169303376,69515.61847636208,71773.73808457982,72051.74660101708,80789.65879248513,78904.81396394932,88199.57340383879,88836.90398511669
2014-10-27 00:00:00,,109107.72592147999,115966.60946792581,69400.9173744471,69671.38902465219,71922.23866670509,72200.34924296592,85287.58168287831,83177.31072841726,85002.98202292586,82063.5096053462
2014-10-24 00:00:00,,109107.72592147999,115966.60946792581,69400.89297420543,69671.36462190608,71992.41142325406,72270.77195619536,84166.63779069949,87809.28879279747,89095.91040845006,86051.8365575757
2014-10-23 00:00:00,,109107.72592147999,115966.60946792581,69390.04429868155,69660.5143098759,72053.51589705283,72332.12654993124,92332.91837506718,88805.44720035205,89999.60736336291,88040.68200164785
2014-10-22 00:00:00,,109107.72592147999,115966.60946792581,69822.0789463286,70093.35528857645,72105.12534567178,72383.98486522806,77606.10956944688,75936.69048760361,86347.4143205483,86504.61951759404
2014-10-21 00:00:00,10945.501547709806,109107.72592147999,115966.60946792581,70034.76101245475,70306.56937446026,71968.06727907015,72246.99900856451,82204.93196746055,84301.76897309022,91786.95890638558,87038.5624175609
2014-10-20 00:00:00,72525.46518231975,109107.72592147999,115966.60946792581,65294.51923523063,65554.71999895445,70165.62158815167,70441.06463824841,88535.82943938696,81825.62810920767,78544.60929003893,81416.42050856033
2014-10-17 00:00:00,160789.46999408992,109107.72592147999,117751.69941810584,65312.78354026377,65572.82730617514,64597.703702981,64859.45236880286,71126.40027823986,71939.17968869922,76589.05299154948,75945.04488784545
2014-10-16 00:00:00,149204.73197925976,102502.03551836009,111339.78962630084,65133.042347882525,65393.196741475724,64741.22184603196,65002.9742019634,78479.44473175541,75896.94733536492,70015.43464832613,69994.62499861566
2014-10-15 00:00:00,155113.70801866008,102400.31827256025,105582.86953563751,64958.90763464372,65218.98156881484,64662.64768273174,64924.53098449414,72303.28172095655,72687.46421233947,73291.72369124729,73282.14965992622
2014-10-14 00:00:00,152862.09286194015,101542.77029345988,99149.0993913017,65203.61775105412,65463.85504816251,64561.513457022724,64823.49811470555,85065.13144206116,83235.59138595365,75424.52083904692,71979.85334121676
2014-10-13 00:00:00,100281.34488962998,100281.34488962998,92856.09655398002,65125.8117424103,65385.9368132957,64680.676088962005,64942.8500686232,75497.27929642866,71761.0170294485,85869.80927452189,83147.47335913942
2014-10-10 00:00:00,18236.998584599933,98110.77438587998,90870.96296768752,65097.45206336421,65357.578354601166,64506.66332947451,64768.831011940376,71007.5621834565,71039.57894999246,70384.02439773153,71519.24700944535
2014-10-09 00:00:00,32024.765085179824,98110.77438587998,90870.96296768752,64709.98149039585,64969.7129374668,64549.94300327578,64812.35004428611,69809.10842777754,66930.26334117616,70116.61155101634,68266.15612106309
2014-10-08 00:00:00,42310.78904935031,98110.77438587998,90870.96296768752,64736.436426913366,64995.65623869398,64201.3156593109,64463.40844652185,65492.3357556368,64291.06519949798,70068.84780000825,66600.97439830085
2014-10-07 00:00:00,13063.401956239948,98110.77438587998,90870.96296768752,64391.503288496635,64650.281569958315,64323.481105692335,64585.21339474595,78993.12012870656,77356.68493682481,70966.40737737413,72439.98023554639
2014-10-06 00:00:00,37508.71360616968,98110.77438587998,90870.96296768752,64457.45246480813,64716.22472801292,63983.83379733586,64245.26702912897,71701.18644568208,73389.78216553519,78952.37515897606,74455.52350442165
2014-10-03 00:00:00,21394.686268349877,98110.77438587998,90870.96296768752,64483.3171862961,64742.41743250622,64083.22747207782,64344.88465966354,76609.70222598861,71417.32095598475,72842.38931676978,72543.5913056672
2014-10-02 00:00:00,6383.123511660146,98110.77438587998,90870.96296768752,64391.06583732751,64650.44434376212,64226.77054845437,64488.39250994939,71694.60878218058,71212.39951008007,72119.46992272185,72539.38951131552
2014-10-01 00:00:00,-10454.379043380031,98110.77438587998,90870.96296768752,64152.654989720206,64411.9036451478,64253.17186568165,64515.02563871769,69067.67994950956,67182.90517821578,72399.16178517952,69701.87310677349
2014-09-30 00:00:00,22202.90242755995,98110.77438587998,90870.96296768752,64179.862946041045,64439.11525938206,64087.710742352414,64349.57117578201,65056.863397295354,67611.02697512582,72616.43821357668,71682.48743683634
2014-09-29 00:00:00,2700.6069681500085,98110.77438587998,90870.96296768752,64138.68465526134,64397.97018251836,64156.909619995975,64419.011972794426,66952.19374480506,69987.95518213212,74026.46569311968,73511.74987355877
2014-09-26 00:00:00,6263.354700300144,98110.77438587998,90870.96296768752,64141.357939230744,64400.643234892865,64218.32577501726,64480.67067073006,70583.71984536876,67908.88545904592,68226.18634111492,66601.21470781192
2014-09-25 00:00:00,19431.210046569817,98110.77438587998,90870.96296768752,64000.1702544915,64259.320291549666,64284.818569297786,64547.40597057843,73970.16793271806,70389.13882023779,87065.37078830379,82315.31970064568
2014-09-24 00:00:00,27122.221490320284,98110.77438587998,90870.96296768752,64048.738796365564,64307.80863746465,64166.70934310614,64429.37525036605,73171.67434430995,70421.40935688381,75064.55603525066,71292.59522559485
2014-09-23 00:00:00,6867.511490910198,98110.77438587998,90870.96296768752,63885.94984105462,64144.82306747441,64297.37674632773,64560.19330697716,78213.39176096814,78473.52588862956,80446.68344517122,80143.68222802044
2014-09-22 00:00:00,20237.611830590293,98110.77438587998,90870.96296768752,63827.6403543622,64086.48305820266,64123.9488144659,64386.760931370896,69715.17539188277,71755.48603666651,72368.12137371162,73185.15357550666
2014-09-19 00:00:00,25101.551921979757,98110.77438587998,90870.96296768752,63865.0295898132,64123.842219387065,64112.23864993034,64375.25570275029,79381.37458293454,76504.3684056262,74824.48625309952,74089.91097291408
2014-09-18 00:00:00,20727.420048760134,98110.77438587998,90870.96296768752,63906.39457612403,64165.150563625735,64222.69275476632,64485.91957102413,74743.5433509082,74789.29532449777,72998.3703318492,70600.46474478744
2014-09-17 00:00:00,3666.999631790095,98110.77438587998,90870.96296768752,63821.101799435564,64080.03901330347,64346.499016473885,64609.90415625705,73668.10466663528,72111.27746508374,70503.24817348202,72890.06655005793
2014-09-16 00:00:00,13445.510301280068,98110.77438587998,90870.96296768752,63875.3247124569,64134.11985108,64383.56125410891,64647.204153341474,64833.08585703885,63991.35890234041,76925.57893090579,73728.52801134737
2014-09-15 00:00:00,-10108.628058540053,98110.77438587998,90870.96296768752,63851.33036734245,64110.41591359384,64524.79075334896,64788.51336583216,70641.96811814653,72656.52945994104,68119.27008165815,69181.78473931587
2014-09-12 00:00:00,-19918.202579999925,98110.77438587998,90870.96296768752,63762.05829094828,64021.464987303945,64634.179328539176,64898.11439622962,71454.34363230166,69570.68854365633,76265.05898963753,71973.63810377069
2014-09-11 00:00:00,-12477.83629375021,98110.77438587998,90870.96296768752,63753.80148075055,64013.21187324915,64663.43975706969,64927.609294534894,72576.98781394237,67881.84575535949,71671.93261813442,70688.84892285214
2014-09-10 00:00:00,-6801.640862420201,98110.77438587998,90870.96296768752,63765.69621649105,64025.834404183784,64738.7969882827,65003.20849761285,78093.77248709276,75083.99823015528,73568.52662790287,74382.77627796082
2014-09-09 00:00:00,-12082.708860979881,98110.77438587998,90870.96296768752,63729.08096400683,63989.26177635719,64837.1917575167,65101.83108933817,77277.27876272798,73859.31629318456,66847.2912333192,69427.13847730232
