DATE,PORT_LOSS,Historical_VaR_2,Historical_ES_2,Parametric_VaR_U_2,Parametric_ES_U_2,Parametric_VaR_W_2,Parametric_ES_W_2,MonteCarlo_VaR_U_2,MonteCarlo_ES_U_2,MonteCarlo_VaR_W_2,MonteCarlo_ES_W_2
2014-10-28 00:00:00,,103437.22061857744,95868.81522698824,59776.590599508025,60019.05767473916,62653.841524380376,62907.081862992374,61204.809422979946,62483.062232030956,72880.28047563625,72413.50574147266
2014-10-27 00:00:00,,103437.22061857744,95868.81522698824,59981.451421941165,60224.193209351855,62791.890239258995,63045.10698530951,56902.72465379664,56722.64145443962,62050.19793575583,59981.201575643005
2014-10-24 00:00:00,,103437.22061857744,95868.81522698824,59926.29746951314,60169.10153046448,62830.18298820057,63083.632692276035,59162.125153805944,58588.630902190045,74903.94722351432,75628.92552079898
2014-10-23 00:00:00,,103437.22061857744,95868.81522698824,60072.2695204888,60315.165228069294,62883.10337602347,63136.79015700158,68083.60455195105,69318.10687245078,73203.92499484692,69500.13016606883
2014-10-22 00:00:00,,103437.22061857744,95868.81522698824,60489.42978968797,60733.15443422296,62977.91487875255,63231.8232420946,61232.30440984352,61937.96941405266,71462.69830693281,74996.22543400731
2014-10-21 00:00:00,974.0080012570834,103437.22061857744,95868.81522698824,61140.34868344921,61385.79634508642,62894.084183475,63148.108996823314,69275.62141985341,65372.494099362804,75328.02871329896,70863.03951983801
2014-10-20 00:00:00,50976.2214405305,103437.22061857744,95868.81522698824,57653.12441958161,57889.862608293304,61774.260041212314,62026.18291263434,58301.019574749516,60254.036861942026,71909.6536297109,71398.7070318075
2014-10-17 00:00:00,121195.52704392246,103437.22061857744,97970.77969113358,57675.46646642184,57911.888054565294,57757.87372251833,57999.63615781686,57992.47016662627,56669.476956652186,61672.11177342455,58584.14264074724
2014-10-16 00:00:00,107318.13994371961,98726.7469242831,93790.2019786088,57466.89493562374,57703.349208087544,57884.05448937474,58125.66754544282,56474.3268031677,56427.76250630841,57751.75342756207,55229.739376041856
2014-10-15 00:00:00,118988.96132253576,96005.47057349619,90935.84331139293,57314.87083157478,57551.23193680891,57756.30303130229,57997.95371804584,55009.79315311019,54658.19375204536,60568.70132556616,59220.38580744598
